Context,Text Response
have you looked in the mirror?,"	do you think i'm getting fat?"
"do you think i'm getting fat?	i didn't say that.",
"i didn't say that.	what did you say?",
"what did you say?	i said i have to go to the bathroom.",
i said i have to go to the bathroom.,"	that's what i thought you said."
"did you do the laundry?	yes, i did.",
"yes, i did.	what did you wash?",
"what did you wash?	i washed the sheets and towels.",
"i washed the sheets and towels.	what about the pillowcases?",
"what about the pillowcases?	yes, i took them off the pillows and washed them.",
"yes, i took them off the pillows and washed them.	did you dry everything in the dryer?",
"did you dry everything in the dryer?	yes, i dried everything in the dryer.",
"yes, i dried everything in the dryer.	then what did you do?",
"then what did you do?	i folded all the towels.",
"i folded all the towels.	did you put the sheets on the beds?",
"did you put the sheets on the beds?	yes, and i put the pillowcases on the pillows.",
"do you listen to the radio?	i listen day and night.",
"i listen day and night.	what do you listen to?",
"what do you listen to?	mostly talk radio.",
"mostly talk radio.	what's that?",
"what's that?	people talk about current events.",
"people talk about current events.	what do they say?",
"what do they say?	they say they want change.",
"they say they want change.	what kind of change?",
"what kind of change?	they want tax cuts.",
"they want tax cuts.	why do they want tax cuts?",
"why do they want tax cuts?	because tax cuts will save them money.",
"mom, i'm hungry.","	look in the fridge."
look in the fridge.,"	i'm looking. there's nothing to eat."
"i'm looking. there's nothing to eat.	are you sure?",
"are you sure?	it's almost empty.",
it's almost empty.,"	i went to the market yesterday."
i went to the market yesterday.,"	i don't see anything."
i don't see anything.,"	i bought lots of oranges and apples."
i bought lots of oranges and apples.,"	i don't want fruit. i want something tasty."
i don't want fruit.," i want something tasty.	eat the fruit. it's good for you."
eat the fruit.," it's good for you.	next time you go to the market, let me go with you."
"next time you go to the market, let me go with you.","	no, thank you. all you want to eat are hot dogs and candy bars."
"what is there to eat?	i don't know.", look in the fridge.
i don't know.," look in the fridge.	i think i'll make a sandwich."
"i think i'll make a sandwich.	what kind?",
"what kind?	a ham sandwich.",
a ham sandwich.,"	the bread is in the cabinet."
"the bread is in the cabinet.	where's the mustard?",
"where's the mustard?	it's in the fridge, i think.",
"it's in the fridge, i think.	oh, yes, here it is. do you want a sandwich?",
"oh, yes, here it is. do you want a sandwich?","	yes, that sounds nice."
"yes, that sounds nice.	how about some potato chips?",
"how about some potato chips?	yes."," and a pickle, if we have any."
"it's time for your bath, young lady.","	but, mom, i'm not dirty."
"but, mom, i'm not dirty.","	you need a bath every day."
"you need a bath every day.	why?",
"why?	because you don't want to smell bad.",
because you don't want to smell bad.,"	i don't smell bad."
i don't smell bad.,"	that's what you think."
that's what you think.,"	if i smelled bad, i could smell me."
"if i smelled bad, i could smell me.","	i can smell you."
i can smell you.,"	i can smell you, too."
"i can smell you, too.","	that's my perfume."
"that's my perfume.	when can i wear perfume?",
"something's wrong with my computer.	exactly what?",
"exactly what?	all i get is a black screen.",
"all i get is a black screen.	what's the matter?",
"what's the matter?	i think i know, because this happened before.",
"i think i know, because this happened before.	what happened before?",
"what happened before?	my hard drive crashed.",
my hard drive crashed.,"	oh, no. that's bad news."
"oh, no."," that's bad news.	it sure is, but i'm going to call hp first, just to make sure."
"it sure is, but i'm going to call hp first, just to make sure.	will you lose all your files?",
"will you lose all your files?	no, i always back up my files.",
"no, i always back up my files.","	you're smart."
"i called hp about my computer.	what did they say?",
"what did they say?	they said i need a new hard drive.",
"they said i need a new hard drive.	that's too bad. how much is a new one?",
that's too bad. how much is a new one?,"	it's not too much, only about $85."
"it's not too much, only about $85.	plus installation?",
"plus installation?	no, my hard drive is easy to remove and replace.",
"no, my hard drive is easy to remove and replace.	really?",
"really?	yes, it's just a couple of screws.",
"yes, it's just a couple of screws.","	that's nice."
that's nice.,"	it's a lot better than paying someone $60."
it's a lot better than paying someone $60.,"	if my hard drive crashes, i'll just call you."
"what's your email address?	it's bluedog123.",
"it's bluedog123.	bluedog123. are you sure that's all?",
bluedog123. are you sure that's all?,"	yes."
yes.,"	no. that's incomplete."
"no. that's incomplete.	what do you mean?",
what do you mean?,"	what's your mailing address?"
"what's your mailing address?	456 cherry drive, pasadena, ca 91170.",
"456 cherry drive, pasadena, ca 91170.","	that's correct."
"that's correct.	so what's the problem?",
"so what's the problem?	bluedog123 is just the street."," you have to give me the city, state, and zip code."
bluedog123 is just the street.," you have to give me the city, state, and zip code.	oh, i get it. my email address is bluedog123@yahoo.com."
i'm going to take a nap.,"	you should unplug the phone."
you should unplug the phone.,"	that's a good idea."
"that's a good idea.	do you want me to wake you in an hour?",
"do you want me to wake you in an hour?	no, thanks.", just let me sleep until i wake up.
"no, thanks."," just let me sleep until i wake up.	i'll start dinner at 6:00."
i'll start dinner at 6:00.,"	okay. i think i'll be awake by then."
okay.," i think i'll be awake by then.	if not, your nose will wake you up."
"if not, your nose will wake you up.	you mean i will smell the food cooking?",
"you mean i will smell the food cooking?	you might even dream about dinner.",
you might even dream about dinner.,"	i don't think i'm going to dream about anything. i'm really tired."
i don't think i'm going to dream about anything.," i'm really tired.	have a nice nap."
that was a nice funeral.,"	yes, dad, it was."
"yes, dad, it was.","	the son gave a nice speech about his father."
the son gave a nice speech about his father.,"	it was long, too."
"it was long, too.","	i think it was about 45 minutes long."
i think it was about 45 minutes long.,"	but it went by fast. it was interesting."
but it went by fast.," it was interesting.	i liked it."
i liked it.,"	i'll give you a speech like that, too."
"i'll give you a speech like that, too.	do you think anyone will come to my funeral?",
"do you think anyone will come to my funeral?	of course.",
of course.,"	i think only the family will be there."
i think only the family will be there.,"	you have lots of friends. they will be there, too!"
"yikes! what was that noise?	i had to blow my nose.",
"i had to blow my nose.	did you have to blow right next to the phone?",
did you have to blow right next to the phone?,"	did you hear that?"
"did you hear that?	of course i heard that.", i thought a plane had crashed into your house.
of course i heard that.," i thought a plane had crashed into your house.	it wasn't that loud."
it wasn't that loud.,"	i will blow my nose sometime for you, and you'll see."
"i will blow my nose sometime for you, and you'll see.","	okay. i'll take your word for it."
okay.," i'll take your word for it.	i thought you had an elephant in your house."
i thought you had an elephant in your house.,"	you're funny."
"you're funny.	what did you say?", i think i've gone deaf.
what did you say? i think i've gone deaf.,"	i'm going into the bathroom to blow my nose. i'll be right back."
